HR,COLOR,GLON,GLAT
4629,ffffffff,83.7,66.52
4630,ffffffff,69.41,39.26
4631,ffffffff,65.91,24.3
4632,ffffffff,101.7,76
4633,ffffffff,150.37,80.96
4634,ffffffff,61.9,1.22
4635,ffffffff,68.88,38.34
4636,ffffffff,64.46,16.87
4637,ffffffff,63.39,11.02
4638,ffffffff,63.22,10.03
4639,ffffffff,124.71,35.28
4640,ffffffff,141.22,81.06
4641,ffffffff,133.49,59.25
4642,ffffffff,158.53,81.17
4643,ffffffff,112.89,78.87
4644,ffffffff,61.49,-0.42
4645,ffffffff,60.36,-7.53
4646,ffffffff,125.64,39.31
4647,ffffffff,66.03,28.08
4648,ffffffff,65.11,23.35
4649,ffffffff,58.99,-15.84
4650,ffffffff,86.83,70.9
4651,ffffffff,66,28.42
4652,ffffffff,63.87,16.65
4653,ffffffff,61.07,-1.83
4654,ffffffff,134.94,62.83
4655,ffffffff,68.42,41.22
4656,ffffffff,61.77,3.79
4657,ffffffff,71.51,51.55
4658,ffffffff,64.19,20.46
4659,ffffffff,127.39,46.61
4660,ffffffff,132.57,59.42
4661,ffffffff,67.58,38.79
4662,ffffffff,69.01,44.5
4663,ffffffff,92.84,75.25
4664,ffffffff,59.72,-9.92
4665,ffffffff,126.66,44.32
4666,ffffffff,148.99,74.63
4667,ffffffff,127.1,81.47
4668,ffffffff,172.65,80.4
4669,ffffffff,60.59,-3.06
4670,ffffffff,68.83,45.39
4671,ffffffff,60.25,-5.3
4672,ffffffff,134.24,63.19
4673,ffffffff,162.62,82.3
4674,ffffffff,58.66,-16.54
4675,ffffffff,64.64,26.28
4676,ffffffff,91.95,75.68
4677,ffffffff,72.83,57.89
4678,ffffffff,72.83,57.9
4679,ffffffff,60.67,-1.36
4680,ffffffff,172.4,82.14
4681,ffffffff,74.15,60.99
4682,ffffffff,61.73,7.43
4683,ffffffff,123.56,30.65
4684,ffffffff,140.11,82.67
4685,ffffffff,119.44,81.66
4686,ffffffff,123.35,29.4
4687,ffffffff,125.72,41.79
4688,ffffffff,157.2,82.85
4689,ffffffff,73.6,61.19
4690,ffffffff,136.46,67.31
4691,ffffffff,66.54,40.12
4692,ffffffff,60.23,-3.16
4693,ffffffff,144.65,83.05
4694,ffffffff,139.63,82.95
4695,ffffffff,75.73,65.05
4696,ffffffff,66.42,40.09
4697,ffffffff,95.85,78.28
4698,ffffffff,148.22,83.16
4699,ffffffff,68.33,48.64
4700,ffffffff,60.77,2.25
4701,ffffffff,130.79,58.79
4702,ffffffff,61.17,6.26
4703,ffffffff,59.87,-4.81
4704,ffffffff,59.78,-5.59
4705,ffffffff,129,83.02
4706,ffffffff,60.9,4.98
4707,ffffffff,137.5,83.4
4708,ffffffff,75.85,67.12
4709,ffffffff,57.54,-23.3
4710,ffffffff,59.74,-4.91
4711,ffffffff,65.11,37.59
4712,ffffffff,63.44,27.11
4713,ffffffff,62.92,23.25
4714,ffffffff,62.94,23.64
4715,ffffffff,141.22,73.59
4716,ffffffff,133.05,65.02
4717,ffffffff,138.96,83.85
4718,ffffffff,62.43,21.21
4719,ffffffff,134.25,83.76
4720,ffffffff,59.75,-3.03
4721,ffffffff,62.22,20.09
4722,ffffffff,67.25,50.74
4723,ffffffff,64.11,34.77
4724,ffffffff,63.07,27.38
4725,ffffffff,120.06,83.28
4726,ffffffff,130.16,59.98
4727,ffffffff,127.76,53.08
4728,ffffffff,145.5,76.97
4729,ffffffff,59.88,-0.39
4730,ffffffff,59.87,-0.36
4731,ffffffff,59.87,-0.36
4732,ffffffff,61.02,11.23
4733,ffffffff,149.94,84.43
4734,ffffffff,61.22,13.76
4735,ffffffff,63.01,29.76
4736,ffffffff,59.72,-1.04
4737,ffffffff,160.37,84.46
4738,ffffffff,145.28,84.55
4739,ffffffff,60.16,3.74
4740,ffffffff,125.67,45.06
4741,ffffffff,75.04,70.65
4742,ffffffff,65.2,45.87
4743,ffffffff,60.9,12.47
4744,ffffffff,59.57,-1.58
4745,ffffffff,129.89,61.09
4746,ffffffff,68.13,57.75
4747,ffffffff,59.78,0.96
4748,ffffffff,61.95,23.61
4749,ffffffff,60.25,6.33
4750,ffffffff,138.32,84.83
4751,ffffffff,134.74,84.78
4752,ffffffff,134.78,84.82
4753,ffffffff,116.93,84.2
4754,ffffffff,60.05,6.22
4755,ffffffff,61.36,20.96
4756,ffffffff,96.73,82.04
4757,ffffffff,64.52,46.05
4758,ffffffff,65.02,49.15
4759,ffffffff,63.29,38.92
4760,ffffffff,128.32,58.5
4761,ffffffff,130.89,65.26
4762,ffffffff,128.18,58.14
4763,ffffffff,59.83,5.65
4764,ffffffff,59.82,5.68
4765,ffffffff,125.75,47.81
4766,ffffffff,119.07,84.74
4767,ffffffff,129.94,63.77
4768,ffffffff,59.58,3.35
4769,ffffffff,58.5,-10.18
4770,ffffffff,71.69,69.9
4771,ffffffff,59.24,-0.72
4772,ffffffff,66.26,57.47
4773,ffffffff,58.54,-9.32
4774,ffffffff,61.79,30.16
4775,ffffffff,63.81,46.42
4776,ffffffff,64.01,48.76
4777,ffffffff,72.37,72.62
4778,ffffffff,62.87,42.88
4779,ffffffff,63.82,49.81
4780,ffffffff,112.8,85.07
4781,ffffffff,64.34,53.17
4782,ffffffff,59.95,12.87
4783,ffffffff,153.97,82.78
4784,ffffffff,153.19,82.68
4785,ffffffff,136.1,75.32
4786,ffffffff,62.13,39.31
4787,ffffffff,125.21,47.26
4788,ffffffff,60.2,18.1
4789,ffffffff,97.85,84.14
4790,ffffffff,58.95,0.97
4791,ffffffff,81.17,80.48
4792,ffffffff,81.14,80.48
4793,ffffffff,93.19,83.58
4794,ffffffff,60.25,21.75
4795,ffffffff,125.02,47.04
4796,ffffffff,60.28,22.91
4797,ffffffff,61.96,42.2
4798,ffffffff,58.34,-6.3
4799,ffffffff,63.74,56.85
4800,ffffffff,126.49,57.54
4801,ffffffff,76.23,79.42
4802,ffffffff,59.41,14.27
4803,ffffffff,60.83,35.63
4804,ffffffff,57.86,-12.52
4805,ffffffff,65.27,65.94
4806,ffffffff,58.29,-4.35
4807,ffffffff,64.68,64.53
4808,ffffffff,66.32,69.63
4809,ffffffff,61.29,44.52
4810,ffffffff,60.23,32.37
4811,ffffffff,132.88,76.01
4812,ffffffff,89.91,84.72
4813,ffffffff,62.3,54.75
4814,ffffffff,58.22,-3.67
4815,ffffffff,82.57,83.32
4816,ffffffff,138.51,80.81
4817,ffffffff,59.47,22.83
4818,ffffffff,58.88,16.69
4819,ffffffff,58.74,13.88
4820,ffffffff,57.9,-6.55
4821,ffffffff,60.9,49.78
4822,ffffffff,60.9,49.78
4823,ffffffff,58.27,3.16
4824,ffffffff,65.45,73.14
4825,ffffffff,62.15,61.33
4826,ffffffff,62.15,61.33
4827,ffffffff,60.16,43.06
4828,ffffffff,65.12,72.96
4829,ffffffff,63.82,69.55
4830,ffffffff,58.04,-0.2
4831,ffffffff,58.57,14.03
4832,ffffffff,58.28,6.9
4833,ffffffff,124.87,54.38
4834,ffffffff,58.23,6.68
4835,ffffffff,58.1,3.95
4836,ffffffff,58.72,22.67
4837,ffffffff,61.12,61.23
4838,ffffffff,58.75,26.5
4839,ffffffff,59.05,34.52
4840,ffffffff,124.73,55.94
4841,ffffffff,57.65,-5.97
4842,ffffffff,57.77,1.88
4843,ffffffff,127.22,72.97
4844,ffffffff,57.55,-5.24
4845,ffffffff,128.81,77.78
4846,ffffffff,126.45,71.65
4847,ffffffff,61.39,70.5
4848,ffffffff,57.77,6.38
4849,ffffffff,61.21,72.38
4850,ffffffff,58.19,29.55
4851,ffffffff,63.32,79.39
4852,ffffffff,123.29,36.5
4853,ffffffff,57.54,3.18
4854,ffffffff,60.1,68.8
4855,ffffffff,61,74.8
4856,ffffffff,58.82,56.56
4857,ffffffff,58.09,38.01
4858,ffffffff,59.3,66.43
4859,ffffffff,123.74,54.34
4860,ffffffff,57.88,35.27
4861,ffffffff,60.37,76.4
4862,ffffffff,57.2,-9.11
4863,ffffffff,123.53,50.33
4864,ffffffff,71.72,87.64
4865,ffffffff,59.8,76.98
4866,ffffffff,124.18,68.66
4867,ffffffff,123.56,56.81
4868,ffffffff,57.22,2.47
4869,ffffffff,171.1,89.36
4870,ffffffff,56.99,-22.25
4871,ffffffff,57.26,14.41
4872,ffffffff,57.14,10.08
4873,ffffffff,60.64,85.73
4874,ffffffff,57.25,28.87
4875,ffffffff,124.31,79.61
4876,ffffffff,57.09,2.54
4877,ffffffff,57.09,52.53
4878,ffffffff,56.96,65.93
4879,ffffffff,56.96,23.19
4880,ffffffff,56.95,14.78
4881,ffffffff,56.92,36.13
4882,ffffffff,56.92,9.04
4883,ffffffff,114.93,89.58
4884,ffffffff,56.02,79.94
4885,ffffffff,56.83,7.92
4886,ffffffff,55.78,78.99
4887,ffffffff,56.83,2.54
4888,ffffffff,56.78,13.93
4889,ffffffff,56.66,22.69
4890,ffffffff,56.77,2.49
4891,ffffffff,56.21,59.32
4892,ffffffff,123.01,33.71
4893,ffffffff,123.01,33.72
4894,ffffffff,52.79,84.1
4895,ffffffff,56.68,4.44
4896,ffffffff,56.02,58.64
4897,ffffffff,56.65,3.72
4898,ffffffff,56.64,5.69
4899,ffffffff,56.63,5.7
4900,ffffffff,54.77,75.28
4901,ffffffff,55.94,51.22
4902,ffffffff,55.86,53.33
4903,ffffffff,56.39,18.72
4904,ffffffff,117.74,83.57
4905,ffffffff,122.18,61.16
4906,ffffffff,56.31,19.95
4907,ffffffff,56.67,-9.32
4908,ffffffff,56.45,6.03
4909,ffffffff,121.2,69.92
4910,ffffffff,54.47,66.25
4911,ffffffff,55.48,47.53
4912,ffffffff,55.66,36.4
4913,ffffffff,56.17,11.66
4914,ffffffff,118.31,78.77
4915,ffffffff,118.29,78.77
4916,ffffffff,122.26,51.68
4917,ffffffff,121.36,63.01
4918,ffffffff,55.22,40.1
4919,ffffffff,119.92,70.92
4920,ffffffff,46.59,80.13
4921,ffffffff,53.08,59
4922,ffffffff,54.89,29.33
4923,ffffffff,56.2,-8.69
4924,ffffffff,95.6,85.86
4925,ffffffff,52.57,59.42
4926,ffffffff,42.96,80.99
4927,ffffffff,122.32,41.65
4928,ffffffff,121.6,50.51
4929,ffffffff,43.91,79.75
4930,ffffffff,56.13,-8.63
4931,ffffffff,120.3,60.71
4932,ffffffff,47.66,73.63
4933,ffffffff,55.05,13.3
4934,ffffffff,121,53.48
4935,ffffffff,53.17,42.2
4936,ffffffff,120.31,57.35
4937,ffffffff,51.01,59.06
4938,ffffffff,54.36,21.61
4939,ffffffff,54.87,10.7
4940,ffffffff,54.53,14.34
4941,ffffffff,54.03,21.19
4942,ffffffff,54.51,12.89
4943,ffffffff,104.46,80.81
4944,ffffffff,55.06,2.95
4945,ffffffff,114.85,71.63
4946,ffffffff,26.61,83.13
4947,ffffffff,53.56,26.91
4948,ffffffff,64.11,86.23
4949,ffffffff,19.36,84.36
4950,ffffffff,121.57,44.07
4951,ffffffff,54.63,9.34
4952,ffffffff,55.33,-2.49
4953,ffffffff,119.88,55
4954,ffffffff,41.94,86.47
4955,ffffffff,50.5,51.92
4956,ffffffff,40.56,86.32
4957,ffffffff,49.93,53.65
4958,ffffffff,51.81,39.57
4959,ffffffff,49.75,53.08
4960,ffffffff,42.47,72.39
4961,ffffffff,49.69,52.28
4962,ffffffff,33.67,78.88
4963,ffffffff,48.58,57.03
4964,ffffffff,103.61,79.01
4965,ffffffff,54.05,10.19
4966,ffffffff,55.31,-7.14
4967,ffffffff,105.55,77.97
4968,ffffffff,32.04,79.49
4969,ffffffff,32.04,79.49
4970,ffffffff,53.17,20.49
4971,ffffffff,105.17,77.98
4972,ffffffff,54.77,-0.52
4973,ffffffff,53.23,19.35
4974,ffffffff,119.22,54.77
4975,ffffffff,54.45,2.85
4976,ffffffff,55.88,-15.63
4977,ffffffff,54.91,-3.44
4978,ffffffff,51.47,36.1
4979,ffffffff,52.57,24.89
4980,ffffffff,54.37,2.94
4981,ffffffff,49.88,46.39
4982,ffffffff,52.88,20
4983,ffffffff,43.33,85.4
4984,ffffffff,2.47,84.52
4985,ffffffff,53.52,12.02
4986,ffffffff,38.39,73.66
4987,ffffffff,25.81,80.31
4988,ffffffff,54.11,4.06
4989,ffffffff,54.13,3.64
4990,ffffffff,49.85,43.74
4991,ffffffff,52.71,19.54
4992,ffffffff,25.13,80.22
4993,ffffffff,54.82,-5.13
4994,ffffffff,54.97,-6.9
4995,ffffffff,49.79,42.62
4996,ffffffff,53.14,13.74
4997,ffffffff,104.83,76.18
4998,ffffffff,37.01,73.3
4999,ffffffff,51.74,26.26
5000,ffffffff,54.41,-2.4
5001,ffffffff,49.23,42.56
5002,ffffffff,54.53,-4.04
5003,ffffffff,120.66,44.23
5004,ffffffff,104.57,75.4
5005,ffffffff,44.16,60.85
5006,ffffffff,50.74,31.05
5007,ffffffff,20.57,80.12
5008,ffffffff,52.18,18.65
5009,ffffffff,121.85,36.61
5010,ffffffff,17.67,80.67
5011,ffffffff,37.2,71.31
5012,ffffffff,54.89,-9.28
5013,ffffffff,31.65,75.26
5014,ffffffff,43.31,61.5
5015,ffffffff,39.86,67.46
5016,ffffffff,52.75,11.36
5017,ffffffff,102.73,75.52
5018,ffffffff,119.46,48.55
5019,ffffffff,48.12,44.1
5020,ffffffff,48.9,39.26
5021,ffffffff,40.27,65.66
5022,ffffffff,84.77,80.93
5023,ffffffff,111.85,66.87
5024,ffffffff,53.4,2.89
5025,ffffffff,88.19,80.06
5026,ffffffff,52.59,9.87
5027,ffffffff,52.92,6.83
5028,ffffffff,50.58,25.79
5029,ffffffff,51.83,15.69
5030,ffffffff,54.63,-9.42
5031,ffffffff,39.68,64.82
5032,ffffffff,100.09,75.67
5033,ffffffff,47.39,42.82
5034,ffffffff,53.3,1.67
5035,ffffffff,53.29,1.65
5036,ffffffff,52.27,10.4
5037,ffffffff,39.65,63.93
5038,ffffffff,51.64,14.6
5039,ffffffff,51.69,13.98
5040,ffffffff,37.28,66.84
5041,ffffffff,53.58,-1.88
5042,ffffffff,54.83,-12.16
5043,ffffffff,49.47,29.21
5044,ffffffff,46.5,44.49
5045,ffffffff,104.7,72.12
5046,ffffffff,51.71,12.71
5047,ffffffff,42.36,57.03
5048,ffffffff,53.44,-1.85
5049,ffffffff,54.2,-7.95
5050,ffffffff,41.92,56.73
5051,ffffffff,54.66,-11.99
5052,ffffffff,90.25,77.95
5053,ffffffff,27.65,73.39
5054,ffffffff,113.11,61.58
5055,ffffffff,113.11,61.58
5056,ffffffff,43.89,50.84
5057,ffffffff,11.48,81.73
5058,ffffffff,49.86,22.63
5059,ffffffff,39.22,60.47
5060,ffffffff,49.96,20.88
5061,ffffffff,51.09,13.31
5062,ffffffff,112.77,61.47
5063,ffffffff,51.08,13.07
5064,ffffffff,43.82,49.25
5065,ffffffff,49.69,22.2
5066,ffffffff,53.81,-6.99
5067,ffffffff,105.14,69.88
5068,ffffffff,44.55,46.02
5069,ffffffff,53.05,-2.1
5070,ffffffff,116.41,53.43
5071,ffffffff,51.01,11.26
5072,ffffffff,22.31,74.11
5073,ffffffff,119.27,44.49
5074,ffffffff,116.77,51.96
5075,ffffffff,116.75,51.98
5076,ffffffff,110.49,63.49
5077,ffffffff,95.99,74.4
5078,ffffffff,37.84,60.09
5079,ffffffff,108.77,65.52
5080,ffffffff,45.78,38.75
5081,ffffffff,26.67,71.42
5082,ffffffff,54.75,-14.88
5083,ffffffff,108.68,65.36
5084,ffffffff,56.09,-23.01
5085,ffffffff,114.52,56.57
5086,ffffffff,30.67,68.05
5087,ffffffff,31.89,66.98
5088,ffffffff,39.97,55.1
5089,ffffffff,48.78,22.83
5090,ffffffff,46.4,33.93
5091,ffffffff,120.71,38.33
5092,ffffffff,48.38,23.79
5093,ffffffff,52.73,-3.12
5094,ffffffff,43.85,43.1
5095,ffffffff,39.22,55.21
5096,ffffffff,96.97,72.96
5097,ffffffff,46.26,33.31
5098,ffffffff,46.46,32.46
5099,ffffffff,42.53,46.34
5100,ffffffff,40.56,51.37
5101,ffffffff,39.24,54.23
5102,ffffffff,18.61,80.28
5103,ffffffff,49.71,13.98
5104,ffffffff,46.76,28.69
5105,ffffffff,31.73,64.41
5106,ffffffff,41.13,48.32
5107,ffffffff,34.75,60.39
5108,ffffffff,88.07,75.29
5109,ffffffff,110.49,60.74
5110,ffffffff,83.33,76.41
5111,ffffffff,37.29,55.77
5112,ffffffff,104.99,66.59
5113,ffffffff,51.67,0.7
5114,ffffffff,23.41,70.14
5115,ffffffff,54.06,-13.09
5116,ffffffff,98.48,70.79
5117,ffffffff,46.53,27.47
5118,ffffffff,48.48,17.97
5119,ffffffff,53.09,-7.94
5120,ffffffff,44.62,35.28
5121,ffffffff,48.87,15.71
5122,ffffffff,50.97,3.9
5123,ffffffff,21.68,79.45
5124,ffffffff,50.74,4.67
5125,ffffffff,53.06,-8.3
5126,ffffffff,104.68,66.01
5127,ffffffff,78.96,76.61
5128,ffffffff,44.92,32.19
5129,ffffffff,14.42,73.18
5130,ffffffff,51.86,-2.2
5131,ffffffff,119.65,40.3
5132,ffffffff,49.81,8.72
5133,ffffffff,105.56,64.82
5134,ffffffff,49.11,12.17
5135,ffffffff,47.08,22.19
5136,ffffffff,47.12,21.88
5137,ffffffff,3.54,75.91
5138,ffffffff,20.1,70.08
5139,ffffffff,117.72,45.42
5140,ffffffff,50.54,3.44
5141,ffffffff,49.75,7.6
5142,ffffffff,107.04,62.7
5143,ffffffff,55.83,78.65
5144,ffffffff,3.08,76.64
5145,ffffffff,40.68,79.06
5146,ffffffff,42.45,38
5147,ffffffff,45.2,28.11
5148,ffffffff,104.46,64.82
5149,ffffffff,13.26,77.84
5150,ffffffff,36.58,52.16
5151,ffffffff,50.02,5.4
5152,ffffffff,48.81,11.25
5153,ffffffff,110.18,58.69
5154,ffffffff,108.18,61.01
5155,ffffffff,46.8,20.44
5156,ffffffff,22.04,67.74
5157,ffffffff,46.8,19.76
5158,ffffffff,48.65,10.99
5159,ffffffff,27.22,63.38
5160,ffffffff,90.49,72.09
5161,ffffffff,71.71,76.51
5162,ffffffff,114.42,51.47
5163,ffffffff,33.88,54.99
5164,ffffffff,15.32,77.35
5165,ffffffff,38.97,44.82
5166,ffffffff,42.19,35.83
5167,ffffffff,42.16,35.18
5168,ffffffff,44.14,28.46
5169,ffffffff,104.91,63.19
5170,ffffffff,38.44,45.14
5171,ffffffff,50.7,-0.41
5172,ffffffff,48.37,10.5
5173,ffffffff,36.84,48.29
5174,ffffffff,44.72,25.29
5175,ffffffff,47.98,11.63
5176,ffffffff,47.96,11.55
5177,ffffffff,107.97,59.66
5178,ffffffff,35.01,50.76
5179,ffffffff,87.52,72.06
5180,ffffffff,81.11,73.84
5181,ffffffff,38.72,43.01
5182,ffffffff,29.48,77.55
5183,ffffffff,22.14,65.38
5184,ffffffff,119.56,38.73
5185,ffffffff,1.05,73.88
5186,ffffffff,80.9,73.71
5187,ffffffff,106.38,60.89
5188,ffffffff,54.91,-20.06
5189,ffffffff,44.13,25.72
5190,ffffffff,45.59,19.89
5191,ffffffff,100.69,65.32
5192,ffffffff,43.68,26.91
5193,ffffffff,45.76,19.12
5194,ffffffff,51.77,-7.15
5195,ffffffff,54.35,76.88
5196,ffffffff,38.07,42.57
5197,ffffffff,41.93,32.06
5198,ffffffff,44.97,21.58
5199,ffffffff,82.66,72.77
5200,ffffffff,4.19,72.4
5201,ffffffff,12.25,75.49
5202,ffffffff,38.58,40.84
5203,ffffffff,121.01,34.18
5204,ffffffff,74.14,74.42
5205,ffffffff,21.46,64.21
5206,ffffffff,46.47,14.73
5207,ffffffff,47.86,8.97
5208,ffffffff,43.76,24.88
5209,ffffffff,40.04,36.49
5210,ffffffff,42.72,28.19
5211,ffffffff,42.72,28.19
5212,ffffffff,42.26,29.5
5213,ffffffff,111.06,54.27
5214,ffffffff,67.5,75.13
5215,ffffffff,67.1,75.16
5216,ffffffff,108.83,56.94
5217,ffffffff,47.75,8.37
5218,ffffffff,51.08,-5.52
5219,ffffffff,66.1,75.14
5220,ffffffff,10.46,69.32
5221,ffffffff,42.07,29.14
5222,ffffffff,43.12,25.52
5223,ffffffff,46.16,14.42
5224,ffffffff,42.94,25.84
5225,ffffffff,3.3,73.05
5226,ffffffff,112.77,51.21
5227,ffffffff,114.79,47.86
5228,ffffffff,40.73,32.3
5229,ffffffff,42.88,76.28
5230,ffffffff,47.23,9.49
5231,ffffffff,45.93,14.19
5232,ffffffff,26.53,57.57
5233,ffffffff,31.2,51.59
5234,ffffffff,47.56,7.54
5235,ffffffff,5.3,73.03
5236,ffffffff,47.68,6.98
5237,ffffffff,41.27,29.61
5238,ffffffff,103.76,61.01
5239,ffffffff,45.61,14.83
5240,ffffffff,53.56,-16.19
5241,ffffffff,49.81,-1.75
5242,ffffffff,50.26,-3.82
5243,ffffffff,4.88,70.09
5244,ffffffff,23.47,59.61
5245,ffffffff,56.03,75.11
5246,ffffffff,37.86,37.37
5247,ffffffff,38.12,75.54
5248,ffffffff,44.02,19.07
5249,ffffffff,44.71,16.45
5250,ffffffff,38.34,35.45
5251,ffffffff,46.14,11.06
5252,ffffffff,48.94,0.3
5253,ffffffff,50.15,-4.33
5254,ffffffff,2.25,69.98
5255,ffffffff,17.02,73.78
5256,ffffffff,109.61,53.9
5257,ffffffff,37.96,35.31
5258,ffffffff,26.16,55.17
5259,ffffffff,42.88,20.72
5260,ffffffff,44.4,15.53
5261,ffffffff,52.78,-14.54
5262,ffffffff,11.62,65.4
5263,ffffffff,37.9,74.51
5264,ffffffff,20.78,59.38
5265,ffffffff,38.3,32.84
5266,ffffffff,47.13,5.26
5267,ffffffff,48.23,1.25
5268,ffffffff,39.71,28.76
5269,ffffffff,42.84,19.45
5270,ffffffff,9.83,65.8
5271,ffffffff,90.56,66.67
5272,ffffffff,35.85,37.45
5273,ffffffff,7.54,66.45
5274,ffffffff,12.61,64
5275,ffffffff,16.01,61.85
5276,ffffffff,25.93,53.03
5277,ffffffff,32.05,44.32
5278,ffffffff,46.37,6.65
5279,ffffffff,52,-12.75
5280,ffffffff,98.11,62.57
5281,ffffffff,47.74,1.79
5282,ffffffff,113.63,47.16
5283,ffffffff,18.75,59.61
5284,ffffffff,32.54,42.99
5285,ffffffff,42.27,19.54
5286,ffffffff,42.85,17.71
5287,ffffffff,37,33.25
5288,ffffffff,40.54,24.08
5289,ffffffff,48.54,-1.62
5290,ffffffff,27.88,49.24
5291,ffffffff,110.52,50.96
5292,ffffffff,47.3,2.12
5293,ffffffff,50.45,-8.46
5294,ffffffff,42.48,17.2
5295,ffffffff,50.23,-7.91
5296,ffffffff,44.88,9.51
5297,ffffffff,45.42,7.65
5298,ffffffff,27.8,48.08
5299,ffffffff,85.26,67.26
5300,ffffffff,94.58,63.23
5301,ffffffff,30.84,42.49
5302,ffffffff,105.75,55.14
5303,ffffffff,53.57,-18.73
5304,ffffffff,30.82,72.18
5305,ffffffff,116.34,41.55
5306,ffffffff,52.43,-15.57
5307,ffffffff,17.01,57.87
5308,ffffffff,45.02,7.28
5309,ffffffff,34.46,34.93
5310,ffffffff,54.36,71.95
5311,ffffffff,45.27,6.35
5312,ffffffff,35.66,32.21
5313,ffffffff,15.57,58.61
5314,ffffffff,35.26,32.77
5315,ffffffff,26.49,47.7
5316,ffffffff,45.87,3.96
5317,ffffffff,18.48,55.74
5318,ffffffff,40.86,18.4
5319,ffffffff,44.67,7.33
5320,ffffffff,48.74,-5.1
5321,ffffffff,117.67,38.78
5322,ffffffff,22.78,51.32
5323,ffffffff,0.78,66.03
5324,ffffffff,35.98,30.14
5325,ffffffff,41.8,15.36
5326,ffffffff,46.58,1.21
5327,ffffffff,54.06,-20.53
5328,ffffffff,96.46,60.92
5329,ffffffff,96.46,60.91
5330,ffffffff,4,64
5331,ffffffff,13.49,58.96
5332,ffffffff,30.56,40.31
5333,ffffffff,21.95,70.38
5334,ffffffff,112.88,46.09
5335,ffffffff,78.52,67.73
5336,ffffffff,53.07,-17.95
5337,ffffffff,37.33,26.36
5338,ffffffff,22.25,51.07
5339,ffffffff,54.32,-21.31
5340,ffffffff,15.14,69.11
5341,ffffffff,22.64,50.49
5342,ffffffff,19.68,53.39
5343,ffffffff,14.49,68.9
5344,ffffffff,30.31,39.8
5345,ffffffff,97,60.16
5346,ffffffff,17.7,69.32
5347,ffffffff,73.94,68.33
5348,ffffffff,36.86,26.22
5349,ffffffff,46.65,-0.2
5350,ffffffff,95.23,60.96
5351,ffffffff,86.97,64.67
5352,ffffffff,6.61,66.76
5353,ffffffff,22.82,49.49
5354,ffffffff,41.52,14.14
5355,ffffffff,29.94,39.52
5356,ffffffff,33.47,33.01
5357,ffffffff,38.17,22.62
5358,ffffffff,44.95,4.38
5359,ffffffff,26.6,44.25
5360,ffffffff,94.87,60.88
5361,ffffffff,62.73,69.76
5362,ffffffff,40.31,16.91
5363,ffffffff,89.83,63.2
5364,ffffffff,40.99,14.88
5365,ffffffff,2.76,65.08
5366,ffffffff,17.75,53.74
5367,ffffffff,38.28,21.71
5368,ffffffff,15.03,55.88
5369,ffffffff,70.98,68.36
5370,ffffffff,9.59,66.86
5371,ffffffff,45.36,2.33
5372,ffffffff,99.05,58.02
5373,ffffffff,70.85,68.19
5374,ffffffff,47.84,70.32
5375,ffffffff,41.8,11.83
5376,ffffffff,36.67,24.46
5377,ffffffff,42.57,9.5
5378,ffffffff,38.43,20.02
5379,ffffffff,48.52,-6.89
5380,ffffffff,43.36,7.22
5381,ffffffff,33.4,30.87
5382,ffffffff,47.74,-5.02
5383,ffffffff,24.18,45.2
5384,ffffffff,12.83,56.02
5385,ffffffff,3.44,61.33
5386,ffffffff,3.44,61.33
5387,ffffffff,33.14,69.39
5388,ffffffff,3.52,61.08
5389,ffffffff,51.4,-14.95
5390,ffffffff,31.55,33.4
5391,ffffffff,47.48,-4.75
5392,ffffffff,6.9,59.33
5393,ffffffff,23.77,45.09
5394,ffffffff,3.65,60.92
5395,ffffffff,40.08,14.5
5396,ffffffff,40.13,14.35
5397,ffffffff,28.78,37.68
5398,ffffffff,38.94,17.19
5399,ffffffff,32.33,31.45
5400,ffffffff,37.86,19.41
5401,ffffffff,40.25,13.59
5402,ffffffff,68.67,67.34
5403,ffffffff,44.89,1.35
5404,ffffffff,93.84,59.65
5405,ffffffff,18.06,66.82
5406,ffffffff,18.61,49.45
5407,ffffffff,33.05,28.83
5408,ffffffff,47.8,-6.66
5409,ffffffff,14.78,52.51
5410,ffffffff,18.87,48.62
5411,ffffffff,74.26,65.88
5412,ffffffff,39.45,14.15
5413,ffffffff,41.05,10.25
5414,ffffffff,41.69,68.52
5415,ffffffff,41.69,68.51
5416,ffffffff,62.79,67.57
5417,ffffffff,37.49,18.21
5418,ffffffff,11.05,54.66
5419,ffffffff,36.62,20.01
5420,ffffffff,90.16,60.64
5421,ffffffff,43.56,3.31
5422,ffffffff,51.15,68.13
5423,ffffffff,75.46,65.16
5424,ffffffff,6.03,57.44
5425,ffffffff,41.07,9.25
5426,ffffffff,42.7,5
5427,ffffffff,41.81,7.14
5428,ffffffff,32.53,27.27
5429,ffffffff,47.29,67.8
5430,ffffffff,115.39,39.99
5431,ffffffff,37.44,16.83
5432,ffffffff,44.43,0.28
5433,ffffffff,37.58,67.54
5434,ffffffff,26.51,66.57
5435,ffffffff,67.26,66.17
5436,ffffffff,105.61,50.47
5437,ffffffff,102.58,52.76
5438,ffffffff,26.63,36.25
5439,ffffffff,36.95,17.25
5440,ffffffff,37.23,16.67
5441,ffffffff,63.89,66.37
5442,ffffffff,96.99,56.34
5443,ffffffff,47.31,-7.1
5444,ffffffff,38.8,12.87
5445,ffffffff,52.82,67.13
5446,ffffffff,35.96,18.93
5447,ffffffff,45.62,67.2
